FECHA,INCIDENTE,CANT_INCIDENTES
Jun 1 2018,PERSONA TENDIDA EN LA VIA,605
Jun 1 2018,POLVORA,161
Jun 1 2018,PORTE ILEGAL DE ARMAS,1668
Jun 1 2018,QUEMADURAS,51
Jun 1 2018,QUEMAS PROHIBIDAS,596
Jun 1 2018,RAPTO / SECUESTRO,683
Jun 1 2018,REMISION DINEROS / ACOMPAÑAMIENTO,4282
Jun 1 2018,RESCATES,163
Jun 1 2018,RESCATES MONTAÑA,3
Jun 1 2018,RESTOS HUMANOS,11
Jun 1 2018,RIÑA,40263
Jun 1 2018,SANGRADO VAGINAL,64
Jun 1 2018,SINTOMAS GASTROINTESTINALES,1176
Jun 1 2018,SISMO,2
Jun 1 2018,SOLICITUD APOYO / DESACATO,1096
Jun 1 2018,SUPLANTACION DE PROFESION U OFICIO,329
Jun 1 2018,TRASTORNO MENTAL,2035
Jun 1 2018,VEHICULO ABANDONADO/MAL ESTACIONADO,7410
Jun 1 2018,VEHICULO HURTADO,1042
Jun 1 2018,VEHICULO PELIGROSO,2935
Jun 1 2018,VEHICULO RECUPERADO,130
Jun 1 2018,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1600
Jun 1 2018,VERIFICAR SITUACION,13547
Jun 1 2018,VIOLENCIA SEXUAL,289
Jun 1 2019,ABEJAS,528
Jun 1 2019,ABORTO,5
Jun 1 2019,ABRIR DOMICILIO,159
Jun 1 2019,ACCIDENTE CEREBRO VASCULAR,924
Jun 1 2019,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,9520
Jun 1 2019,ACCIDENTE TRANSITO SIMPLE,14829
Jun 1 2019,ACTOS CONTRA EL AMBIENTE,2113
Jun 1 2019,ALARMA,2175
Jun 1 2019,ALTERACION DEL ORDEN PUBLICO,28564
Jun 1 2019,AMENAZA DE RUINA,68
Jun 1 2019,ANIMAL ATRAPADO,359
Jun 1 2019,ANIMAL MALTRATADO,3003
Jun 1 2019,ANIMAL PELIGROSO,1295
Jun 1 2019,ATRACO / HURTO EN PROCESO,7566
Jun 1 2019,CAIDA DE ALTURA,646
Jun 1 2019,CONVULSION,1631
Jun 1 2019,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2525
Jun 1 2019,DAÑOS EN SERVICIOS PUBLICOS,1523
Jun 1 2019,DELINCUENTE CAPTURADO POR CIVIL,2269
Jun 1 2019,DESLIZAMIENTO,30
Jun 1 2019,DISPAROS,966
Jun 1 2019,DOLOR TORACICO,1151
Jun 1 2019,ELECTROCUCION / RESCATE,23
Jun 1 2019,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,1023
Jun 1 2019,EMBRIAGUEZ,4544
Jun 1 2019,ENFERMO,2651
Jun 1 2019,EVENTO RESPIRATORIO,2503
Jun 1 2019,EXHIBICIONES Y/O ACTOS OBSCENOS,459
Jun 1 2019,EXPLOSION,36
Jun 1 2019,EXTRAVIADOS / DESAPARECIDOS,1189
Jun 1 2019,FUGA DE GAS NATURAL O PROPANO,887
Jun 1 2019,FUGA DE PRESOS,94
Jun 1 2019,HABITANTE DE LA CALLE,1645
Jun 1 2019,HALLAZGO DE EXPLOSIVOS,62
Jun 1 2019,HERIDOS,2883
Jun 1 2019,HURTO EFECTUADO,2924
Jun 1 2019,INCENDIO CON MATPEL,21
Jun 1 2019,INCENDIO ESTRUCTURAL,623
Jun 1 2019,INCENDIO FORESTAL,204
Jun 1 2019,INCENDIO VEHICULAR,105
Jun 1 2019,INCIDENTE RESCATE ACUATICO,12
Jun 1 2019,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3588
Jun 1 2019,INDEBIDO USO DE ESTABLECIMIENTO,270
Jun 1 2019,INFORMACION CONFIDENCIAL,373
Jun 1 2019,INTENTO DE SUICIDIO,875
Jun 1 2019,INTENTO/VIOLACION DE DOMICILIO,753
Jun 1 2019,INTOXICACION,559
Jun 1 2019,INUNDACION,149
Jun 1 2019,INVASION DE TERRENO O EDIFICIO,172
Jun 1 2019,LESIONES PERSONALES,5597
Jun 1 2019,MALTRATO,1737
Jun 1 2019,MALTRATO A MUJER,9363
Jun 1 2019,MANIFESTACION / MOTIN,176
Jun 1 2019,MATPEL,236
Jun 1 2019,MENOR EN ESTABLECIMIENTO MAYORES,121
Jun 1 2019,MENOR O PERSONA ABANDONADA,502
Jun 1 2019,MOVILIDAD / SEÑALIZACION,3264
Jun 1 2019,MUERTE NATURAL,458
Jun 1 2019,MUERTO,127
Jun 1 2019,NARCOTICOS,6554
Jun 1 2019,PANDILLAS JUVENILES,121
Jun 1 2019,PATOLOGIA GINECOBSTETRICA,473
Jun 1 2019,PERSONA O VEHICULO SOSPECHOSO,7848
Jun 1 2019,PERSONA PIDIENDO AUXILIO,1051
Jun 1 2019,PERSONA TENDIDA EN LA VIA,541
Jun 1 2019,POLVORA,156
Jun 1 2019,PORTE ILEGAL DE ARMAS,1367
Jun 1 2019,QUEMADURAS,41
Jun 1 2019,QUEMAS PROHIBIDAS,569
Jun 1 2019,RAPTO / SECUESTRO,658
Jun 1 2019,REMISION DINEROS / ACOMPAÑAMIENTO,2878
Jun 1 2019,RESCATES,180
Jun 1 2019,RESCATES MONTAÑA,4
Jun 1 2019,RESTOS HUMANOS,9
Jun 1 2019,RIÑA,38122
Jun 1 2019,SANGRADO VAGINAL,68
Jun 1 2019,SINTOMAS GASTROINTESTINALES,1279
Jun 1 2019,SOLICITUD APOYO / DESACATO,886
Jun 1 2019,SUPLANTACION DE PROFESION U OFICIO,326
Jun 1 2019,TRASTORNO MENTAL,1955
Jun 1 2019,VEHICULO ABANDONADO/MAL ESTACIONADO,6973
Jun 1 2019,VEHICULO HURTADO,1077
Jun 1 2019,VEHICULO PELIGROSO,2689
Jun 1 2019,VEHICULO RECUPERADO,97
Jun 1 2019,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1282
Jun 1 2019,VERIFICAR SITUACION,13326
Jun 1 2019,VIOLENCIA SEXUAL,349
Mar 1 2014,ABEJAS,630
Mar 1 2014,ABORTO,7
Mar 1 2014,ABRIR DOMICILIO,134
Mar 1 2014,ACCIDENTE CEREBRO VASCULAR,3740
Mar 1 2014,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,17058
Mar 1 2014,ACCIDENTE TRANSITO SIMPLE,19546
Mar 1 2014,ACCION SUBVERSIVA,5
Mar 1 2014,ACTOS CONTRA EL AMBIENTE,1586
Mar 1 2014,ALARMA,1502
Mar 1 2014,ALTERACION DEL ORDEN PUBLICO,21060
Mar 1 2014,AMENAZA DE RUINA,53
Mar 1 2014,ANIMAL ATRAPADO,261
Mar 1 2014,ANIMAL MALTRATADO,981
Mar 1 2014,ANIMAL PELIGROSO,1049
Mar 1 2014,ATRACO / HURTO EN PROCESO,10413
Mar 1 2014,CAIDA DE ALTURA,4452
Mar 1 2014,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2390
Mar 1 2014,DAÑOS EN SERVICIOS PUBLICOS,4369
Mar 1 2014,DELINCUENTE CAPTURADO POR CIVIL,1697
Mar 1 2014,DESARME,1
Mar 1 2014,DESLIZAMIENTO,31
Mar 1 2014,DISPAROS,1422
Mar 1 2014,DOLOR TORACICO,1174
Mar 1 2014,ELECTROCUCION / RESCATE,23
Mar 1 2014,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,907
Mar 1 2014,EMBRIAGUEZ,4369
Mar 1 2014,EMERGENCIA AEREA,1
Mar 1 2014,ENFERMO,4519
Mar 1 2014,EVENTO RESPIRATORIO,4235
Mar 1 2014,EXPLOSION,100
Mar 1 2014,EXTRAVIADOS / DESAPARECIDOS,2266
Mar 1 2014,FUGA DE GAS NATURAL O PROPANO,1267
Mar 1 2014,FUGA DE PRESOS,135
Mar 1 2014,HABITANTE DE LA CALLE,1950
Mar 1 2014,HALLAZGO DE EXPLOSIVOS,136
Mar 1 2014,HURTO EFECTUADO,2976
Mar 1 2014,INCENDIO CON MATPEL,16
Mar 1 2014,INCENDIO ESTRUCTURAL,1030
Mar 1 2014,INCENDIO FORESTAL,551
Mar 1 2014,INCENDIO VEHICULAR,168
Mar 1 2014,INCIDENTE RESCATE ACUATICO,35
Mar 1 2014,INCONSCIENTE/PARO CARDIORRESPIRATORIO,6446
Mar 1 2014,INDEBIDO USO DE ESTABLECIMIENTO,704
Mar 1 2014,INFORMACION CONFIDENCIAL,1478
Mar 1 2014,INTENTO DE SUICIDIO,735
Mar 1 2014,INTENTO/VIOLACION DE DOMICILIO,1157
Mar 1 2014,INTOXICACION,877
Mar 1 2014,INUNDACION,623
Mar 1 2014,INVASION DE TERRENO O EDIFICIO,180
Mar 1 2014,LESIONES PERSONALES,7903
Mar 1 2014,MALTRATO,2412
Mar 1 2014,MANIFESTACION / MOTIN,579
Mar 1 2014,MATPEL,190
Mar 1 2014,MENOR EN ESTABLECIMIENTO MAYORES,150
Mar 1 2014,MENOR O PERSONA ABANDONADA,562
Mar 1 2014,MOVILIDAD / SEÑALIZACION,6678
Mar 1 2014,MUERTE NATURAL,303
Mar 1 2014,MUERTO,164
Mar 1 2014,NARCOTICOS,5164
Mar 1 2014,PANDILLAS JUVENILES,535
Mar 1 2014,PATOLOGIA GINECOBSTETRICA,1314
Mar 1 2014,PERSONA O VEHICULO SOSPECHOSO,11166
Mar 1 2014,PERSONA PIDIENDO AUXILIO,1232
Mar 1 2014,PERSONA TENDIDA EN LA VIA,1131
Mar 1 2014,PORTE ILEGAL DE ARMAS,2306
Mar 1 2014,PREVENCION,1
Mar 1 2014,QUEMADURAS,70
Mar 1 2014,QUEMAS PROHIBIDAS,682
Mar 1 2014,RAPTO / SECUESTRO,777
Mar 1 2014,REMISION DINEROS / ACOMPAÑAMIENTO,5523
Mar 1 2014,RESCATES,205
Mar 1 2014,RESCATES MONTAÑA,5
Mar 1 2014,RESTOS HUMANOS,7
Mar 1 2014,RIÑA,45207
Mar 1 2014,SINTOMAS GASTROINTESTINALES,2178
Mar 1 2014,SOLICITUD APOYO / DESACATO,1571
Mar 1 2014,SUPLANTACION DE PROFESION U OFICIO,401
Mar 1 2014,TRASTORNO MENTAL,2392
Mar 1 2014,VEHICULO ABANDONADO/MAL ESTACIONADO,8431
Mar 1 2014,VEHICULO HURTADO,1064
Mar 1 2014,VEHICULO PELIGROSO,4113
Mar 1 2014,VEHICULO RECUPERADO,87
Mar 1 2014,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,3719
Mar 1 2014,VERIFICAR SITUACION,17980
Mar 1 2014,VIOLENCIA SEXUAL,1117
Mar 1 2015,ABEJAS,442
Mar 1 2015,ABORTO,13
Mar 1 2015,ABRIR DOMICILIO,134
Mar 1 2015,ACCIDENTE CEREBRO VASCULAR,3898
Mar 1 2015,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,19289
Mar 1 2015,ACCIDENTE TRANSITO SIMPLE,20764
Mar 1 2015,ACCION SUBVERSIVA,3
Mar 1 2015,ACTOS CONTRA EL AMBIENTE,1932
Mar 1 2015,ALARMA,1932
Mar 1 2015,ALTERACION DEL ORDEN PUBLICO,21811
Mar 1 2015,AMENAZA DE RUINA,211
Mar 1 2015,ANIMAL ATRAPADO,293
Mar 1 2015,ANIMAL MALTRATADO,1362
Mar 1 2015,ANIMAL PELIGROSO,863
Mar 1 2015,ATRACO / HURTO EN PROCESO,9833
Mar 1 2015,CAIDA DE ALTURA,4807
Mar 1 2015,CONVULSION,114
Mar 1 2015,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2491
Mar 1 2015,DAÑOS EN SERVICIOS PUBLICOS,3061
Mar 1 2015,DELINCUENTE CAPTURADO POR CIVIL,2026
Mar 1 2015,DESARME,1
Mar 1 2015,DESLIZAMIENTO,43
Mar 1 2015,DISPAROS,1492
Mar 1 2015,DOLOR TORACICO,1398
Mar 1 2015,ELECTROCUCION / RESCATE,45
Mar 1 2015,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,921
Mar 1 2015,EMBRIAGUEZ,3437
Mar 1 2015,ENFERMO,4378
Mar 1 2015,EVENTO RESPIRATORIO,3923
Mar 1 2015,EXHIBICIONES Y/O ACTOS OBSCENOS,505
Mar 1 2015,EXPLOSION,222
Mar 1 2015,EXTRAVIADOS / DESAPARECIDOS,2088
Mar 1 2015,FUGA DE GAS NATURAL O PROPANO,1268
Mar 1 2015,FUGA DE PRESOS,103
Mar 1 2015,HABITANTE DE LA CALLE,2171
Mar 1 2015,HALLAZGO DE EXPLOSIVOS,205
Mar 1 2015,HERIDOS,19
Mar 1 2015,HURTO EFECTUADO,3207
Mar 1 2015,INCENDIO CON MATPEL,29
Mar 1 2015,INCENDIO ESTRUCTURAL,1096
Mar 1 2015,INCENDIO FORESTAL,1019
Mar 1 2015,INCENDIO VEHICULAR,163
Mar 1 2015,INCIDENTE RESCATE ACUATICO,44
Mar 1 2015,INCONSCIENTE/PARO CARDIORRESPIRATORIO,6353
Mar 1 2015,INDEBIDO USO DE ESTABLECIMIENTO,304
Mar 1 2015,INFORMACION CONFIDENCIAL,717
Mar 1 2015,INTENTO DE SUICIDIO,870
Mar 1 2015,INTENTO/VIOLACION DE DOMICILIO,1116
Mar 1 2015,INTOXICACION,927
Mar 1 2015,INUNDACION,936
Mar 1 2015,INVASION DE TERRENO O EDIFICIO,196
Mar 1 2015,LESIONES PERSONALES,7341
Mar 1 2015,MALTRATO,2614
Mar 1 2015,MALTRATO A MUJER,9036
Mar 1 2015,MANIFESTACION / MOTIN,706
Mar 1 2015,MATPEL,329
Mar 1 2015,MENOR EN ESTABLECIMIENTO MAYORES,123
Mar 1 2015,MENOR O PERSONA ABANDONADA,481
Mar 1 2015,MOVILIDAD / SEÑALIZACION,5521
Mar 1 2015,MUERTE NATURAL,300
Mar 1 2015,MUERTO,152
Mar 1 2015,NARCOTICOS,5114
Mar 1 2015,PANDILLAS JUVENILES,556
Mar 1 2015,PATOLOGIA GINECOBSTETRICA,1390
Mar 1 2015,PERSONA O VEHICULO SOSPECHOSO,11230
Mar 1 2015,PERSONA PIDIENDO AUXILIO,1181
Mar 1 2015,PERSONA TENDIDA EN LA VIA,1167
Mar 1 2015,PORTE ILEGAL DE ARMAS,1950
Mar 1 2015,PREVENCION,2
Mar 1 2015,QUEMADURAS,67
Mar 1 2015,QUEMAS PROHIBIDAS,701
Mar 1 2015,RAPTO / SECUESTRO,756
Mar 1 2015,REMISION DINEROS / ACOMPAÑAMIENTO,4878
Mar 1 2015,RESCATES,169
Mar 1 2015,RESCATES MONTAÑA,3
Mar 1 2015,RESTOS HUMANOS,7
Mar 1 2015,RIÑA,41927
Mar 1 2015,SANGRADO VAGINAL,1
Mar 1 2015,SINTOMAS GASTROINTESTINALES,2342
Mar 1 2015,SISMO,34
Mar 1 2015,SOLICITUD APOYO / DESACATO,1579
Mar 1 2015,SUPLANTACION DE PROFESION U OFICIO,404
Mar 1 2015,TRASTORNO MENTAL,2828
Mar 1 2015,VEHICULO ABANDONADO/MAL ESTACIONADO,8936
Mar 1 2015,VEHICULO HURTADO,1081
Mar 1 2015,VEHICULO PELIGROSO,4018
Mar 1 2015,VEHICULO RECUPERADO,78
Mar 1 2015,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2547
Mar 1 2015,VERIFICAR SITUACION,15134
Mar 1 2015,VIOLENCIA SEXUAL,491
Mar 1 2016,ABEJAS,311
Mar 1 2016,ABORTO,3
Mar 1 2016,ABRIR DOMICILIO,178
Mar 1 2016,ACCIDENTE CEREBRO VASCULAR,1849
Mar 1 2016,ACCIDENTE DE AVIACION,1
Mar 1 2016,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,24274
Mar 1 2016,ACCIDENTE TRANSITO SIMPLE,24108
Mar 1 2016,ACCION SUBVERSIVA,4
Mar 1 2016,ACTOS CONTRA EL AMBIENTE,2992
Mar 1 2016,ALARMA,2398
Mar 1 2016,ALTERACION DEL ORDEN PUBLICO,23481
Mar 1 2016,AMENAZA DE RUINA,119
Mar 1 2016,ANIMAL ATRAPADO,525
Mar 1 2016,ANIMAL MALTRATADO,2219
Mar 1 2016,ANIMAL PELIGROSO,1092
Mar 1 2016,ATRACO / HURTO EN PROCESO,9438
Mar 1 2016,CAIDA DE ALTURA,2120
Mar 1 2016,CONVULSION,2065
Mar 1 2016,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2572
Mar 1 2016,DAÑOS EN SERVICIOS PUBLICOS,6293
Mar 1 2016,DELINCUENTE CAPTURADO POR CIVIL,1910
Mar 1 2016,DESLIZAMIENTO,53
Mar 1 2016,DISPAROS,1471
Mar 1 2016,DOLOR TORACICO,1243
Mar 1 2016,ELECTROCUCION / RESCATE,15
Mar 1 2016,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,768
Mar 1 2016,EMBRIAGUEZ,3641
Mar 1 2016,ENFERMO,3847
Mar 1 2016,EVENTO RESPIRATORIO,3617
Mar 1 2016,EXHIBICIONES Y/O ACTOS OBSCENOS,582
Mar 1 2016,EXPLOSION,129
Mar 1 2016,EXTRAVIADOS / DESAPARECIDOS,1770
Mar 1 2016,FUGA DE GAS NATURAL O PROPANO,1722
Mar 1 2016,FUGA DE PRESOS,129
Mar 1 2016,HABITANTE DE LA CALLE,2221
Mar 1 2016,HALLAZGO DE EXPLOSIVOS,143
Mar 1 2016,HERIDOS,2500
Mar 1 2016,HURTO EFECTUADO,3110
Mar 1 2016,INCENDIO CON MATPEL,28
Mar 1 2016,INCENDIO ESTRUCTURAL,1247
Mar 1 2016,INCENDIO FORESTAL,1472
Mar 1 2016,INCENDIO VEHICULAR,194
Mar 1 2016,INCIDENTE RESCATE ACUATICO,46
Mar 1 2016,INCONSCIENTE/PARO CARDIORRESPIRATORIO,6029
Mar 1 2016,INDEBIDO USO DE ESTABLECIMIENTO,240
Mar 1 2016,INFORMACION CONFIDENCIAL,673
Mar 1 2016,INTENTO DE SUICIDIO,1376
Mar 1 2016,INTENTO/VIOLACION DE DOMICILIO,954
Mar 1 2016,INTOXICACION,1136
Mar 1 2016,INUNDACION,1135
Mar 1 2016,INVASION DE TERRENO O EDIFICIO,300
Mar 1 2016,LESIONES PERSONALES,7250
Mar 1 2016,MALTRATO,2496
Mar 1 2016,MALTRATO A MUJER,10103
Mar 1 2016,MANIFESTACION / MOTIN,728
Mar 1 2016,MATPEL,402
Mar 1 2016,MENOR EN ESTABLECIMIENTO MAYORES,121
Mar 1 2016,MENOR O PERSONA ABANDONADA,477
Mar 1 2016,MOVILIDAD / SEÑALIZACION,5386
Mar 1 2016,MUERTE NATURAL,256
Mar 1 2016,MUERTO,159
Mar 1 2016,NARCOTICOS,5348
Mar 1 2016,PANDILLAS JUVENILES,319
Mar 1 2016,PATOLOGIA GINECOBSTETRICA,1024
Mar 1 2016,PERSONA O VEHICULO SOSPECHOSO,10234
Mar 1 2016,PERSONA PIDIENDO AUXILIO,1396
Mar 1 2016,PERSONA TENDIDA EN LA VIA,1057
Mar 1 2016,PORTE ILEGAL DE ARMAS,1965
Mar 1 2016,PREVENCION,1
Mar 1 2016,QUEMADURAS,77
Mar 1 2016,QUEMAS PROHIBIDAS,984
Mar 1 2016,RAPTO / SECUESTRO,764
Mar 1 2016,REMISION DINEROS / ACOMPAÑAMIENTO,5159
Mar 1 2016,RESCATES,274
Mar 1 2016,RESTOS HUMANOS,10
Mar 1 2016,RIÑA,43106
Mar 1 2016,SANGRADO VAGINAL,76
Mar 1 2016,SINTOMAS GASTROINTESTINALES,2124
Mar 1 2016,SISMO,1
Mar 1 2016,SOLICITUD APOYO / DESACATO,1362
Mar 1 2016,SUPLANTACION DE PROFESION U OFICIO,447
Mar 1 2016,TRASTORNO MENTAL,3408
Mar 1 2016,VEHICULO ABANDONADO/MAL ESTACIONADO,14354
Mar 1 2016,VEHICULO HURTADO,1082
Mar 1 2016,VEHICULO PELIGROSO,4898
Mar 1 2016,VEHICULO RECUPERADO,92
Mar 1 2016,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2829
Mar 1 2016,VERIFICAR SITUACION,14991
Mar 1 2016,VIOLENCIA SEXUAL,410
Mar 1 2017,ABEJAS,394
Mar 1 2017,ABORTO,2
Mar 1 2017,ABRIR DOMICILIO,116
Mar 1 2017,ACCIDENTE CEREBRO VASCULAR,1061
Mar 1 2017,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,14939
Mar 1 2017,ACCIDENTE TRANSITO SIMPLE,22923
Mar 1 2017,ACTOS CONTRA EL AMBIENTE,2631
Mar 1 2017,ALARMA,3526
Mar 1 2017,ALTERACION DEL ORDEN PUBLICO,32798
Mar 1 2017,AMENAZA DE RUINA,94
Mar 1 2017,ANIMAL ATRAPADO,287
Mar 1 2017,ANIMAL MALTRATADO,3771
Mar 1 2017,ANIMAL PELIGROSO,1821
Mar 1 2017,ATRACO / HURTO EN PROCESO,9402
Mar 1 2017,CAIDA DE ALTURA,849
Mar 1 2017,CONVULSION,2088
Mar 1 2017,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2561
Mar 1 2017,DAÑOS EN SERVICIOS PUBLICOS,2251
Mar 1 2017,DELINCUENTE CAPTURADO POR CIVIL,2280
Mar 1 2017,DESLIZAMIENTO,131
Mar 1 2017,DISPAROS,1025
Mar 1 2017,DOLOR TORACICO,958
Mar 1 2017,ELECTROCUCION / RESCATE,31
Mar 1 2017,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,763
Mar 1 2017,EMBRIAGUEZ,4393
Mar 1 2017,EMERGENCIA AEREA,3
Mar 1 2017,ENFERMO,2758
Mar 1 2017,EVENTO RESPIRATORIO,3030
Mar 1 2017,EXHIBICIONES Y/O ACTOS OBSCENOS,667
Mar 1 2017,EXPLOSION,74
Mar 1 2017,EXTRAVIADOS / DESAPARECIDOS,1728
Mar 1 2017,FUGA DE GAS NATURAL O PROPANO,740
Mar 1 2017,FUGA DE PRESOS,119
Mar 1 2017,HABITANTE DE LA CALLE,3384
Mar 1 2017,HALLAZGO DE EXPLOSIVOS,176
Mar 1 2017,HERIDOS,2863
Mar 1 2017,HURTO EFECTUADO,3174
Mar 1 2017,INCENDIO CON MATPEL,9
Mar 1 2017,INCENDIO ESTRUCTURAL,636
Mar 1 2017,INCENDIO FORESTAL,229
Mar 1 2017,INCENDIO VEHICULAR,192
Mar 1 2017,INCIDENTE RESCATE ACUATICO,26
Mar 1 2017,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4847
Mar 1 2017,INDEBIDO USO DE ESTABLECIMIENTO,243
Mar 1 2017,INFORMACION CONFIDENCIAL,680
Mar 1 2017,INTENTO DE SUICIDIO,916
Mar 1 2017,INTENTO/VIOLACION DE DOMICILIO,965
Mar 1 2017,INTOXICACION,649
Mar 1 2017,INUNDACION,965
Mar 1 2017,INVASION DE TERRENO O EDIFICIO,221
Mar 1 2017,LESIONES PERSONALES,5808
Mar 1 2017,MALTRATO,2328
Mar 1 2017,MALTRATO A MUJER,10851
Mar 1 2017,MANIFESTACION / MOTIN,407
Mar 1 2017,MATPEL,281
Mar 1 2017,MENOR EN ESTABLECIMIENTO MAYORES,128
Mar 1 2017,MENOR O PERSONA ABANDONADA,458
Mar 1 2017,MOVILIDAD / SEÑALIZACION,4773
Mar 1 2017,MUERTE NATURAL,289
Mar 1 2017,MUERTO,144
Mar 1 2017,NARCOTICOS,7288
Mar 1 2017,PANDILLAS JUVENILES,175
Mar 1 2017,PATOLOGIA GINECOBSTETRICA,635
Mar 1 2017,PERSONA O VEHICULO SOSPECHOSO,11337
Mar 1 2017,PERSONA PIDIENDO AUXILIO,1199
Mar 1 2017,PERSONA TENDIDA EN LA VIA,791
Mar 1 2017,POLVORA,38
Mar 1 2017,PORTE ILEGAL DE ARMAS,1867
Mar 1 2017,QUEMADURAS,55
Mar 1 2017,QUEMAS PROHIBIDAS,606
Mar 1 2017,RAPTO / SECUESTRO,724
Mar 1 2017,REMISION DINEROS / ACOMPAÑAMIENTO,5617
Mar 1 2017,RESCATES,232
Mar 1 2017,RESCATES MONTAÑA,14
Mar 1 2017,RESTOS HUMANOS,10
Mar 1 2017,RIÑA,41700
Mar 1 2017,SANGRADO VAGINAL,58
Mar 1 2017,SINTOMAS GASTROINTESTINALES,1449
Mar 1 2017,SOLICITUD APOYO / DESACATO,827
Mar 1 2017,SUPLANTACION DE PROFESION U OFICIO,554
Mar 1 2017,TRASTORNO MENTAL,2083
Mar 1 2017,VEHICULO ABANDONADO/MAL ESTACIONADO,9449
Mar 1 2017,VEHICULO HURTADO,1155
Mar 1 2017,VEHICULO PELIGROSO,3842
Mar 1 2017,VEHICULO RECUPERADO,148
Mar 1 2017,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,3091
Mar 1 2017,VERIFICAR SITUACION,15577
Mar 1 2017,VIOLENCIA SEXUAL,362
Mar 1 2018,ABEJAS,715
Mar 1 2018,ABORTO,4
Mar 1 2018,ABRIR DOMICILIO,156
Mar 1 2018,ACCIDENTE CEREBRO VASCULAR,791
Mar 1 2018,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,12649
Mar 1 2018,ACCIDENTE TRANSITO SIMPLE,18736
Mar 1 2018,ACCION SUBVERSIVA,4
Mar 1 2018,ACTOS CONTRA EL AMBIENTE,3044
Mar 1 2018,ALARMA,3499
Mar 1 2018,ALTERACION DEL ORDEN PUBLICO,31599
Mar 1 2018,AMENAZA DE RUINA,55
Mar 1 2018,ANIMAL ATRAPADO,330
Mar 1 2018,ANIMAL MALTRATADO,3263
Mar 1 2018,ANIMAL PELIGROSO,1434
Mar 1 2018,ATRACO / HURTO EN PROCESO,8913
Mar 1 2018,CAIDA DE ALTURA,564
Mar 1 2018,CONVULSION,1840
Mar 1 2018,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2791
Mar 1 2018,DAÑOS EN SERVICIOS PUBLICOS,1983
Mar 1 2018,DELINCUENTE CAPTURADO POR CIVIL,2804
Mar 1 2018,DESLIZAMIENTO,34
Mar 1 2018,DISPAROS,932
Mar 1 2018,DOLOR TORACICO,984
Mar 1 2018,ELECTROCUCION / RESCATE,19
Mar 1 2018,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,546
Mar 1 2018,EMBRIAGUEZ,5949
Mar 1 2018,EMERGENCIA AEREA,1
Mar 1 2018,ENFERMO,2635
Mar 1 2018,EVENTO RESPIRATORIO,2381
Mar 1 2018,EXHIBICIONES Y/O ACTOS OBSCENOS,528
Mar 1 2018,EXPLOSION,77
Mar 1 2018,EXTRAVIADOS / DESAPARECIDOS,1493
Mar 1 2018,FUGA DE GAS NATURAL O PROPANO,812
Mar 1 2018,FUGA DE PRESOS,110
Mar 1 2018,HABITANTE DE LA CALLE,2550
Mar 1 2018,HALLAZGO DE EXPLOSIVOS,142
Mar 1 2018,HERIDOS,3107
Mar 1 2018,HURTO EFECTUADO,3310
Mar 1 2018,INCENDIO CON MATPEL,24
Mar 1 2018,INCENDIO ESTRUCTURAL,856
Mar 1 2018,INCENDIO FORESTAL,952
Mar 1 2018,INCENDIO VEHICULAR,181
Mar 1 2018,INCIDENTE RESCATE ACUATICO,60
Mar 1 2018,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3801
Mar 1 2018,INDEBIDO USO DE ESTABLECIMIENTO,984
Mar 1 2018,INFORMACION CONFIDENCIAL,718
Mar 1 2018,INTENTO DE SUICIDIO,813
Mar 1 2018,INTENTO/VIOLACION DE DOMICILIO,1014
Mar 1 2018,INTOXICACION,689
Mar 1 2018,INUNDACION,423
Mar 1 2018,INVASION DE TERRENO O EDIFICIO,203
Mar 1 2018,LESIONES PERSONALES,5731
Mar 1 2018,MALTRATO,1854
Mar 1 2018,MALTRATO A MUJER,12315
Mar 1 2018,MANIFESTACION / MOTIN,204
